date,store_id,mall_location,weekday,week_of_year,promotion,scheduled_pt_hours,punch_pt_hours,sales
2024-10-05,Yorkdale,Yorkdale Shopping Centre,Saturday,40,0,96.75,96.50,22471.27
2024-10-06,Yorkdale,Yorkdale Shopping Centre,Sunday,40,0,89.25,90.25,19030.98
2024-10-07,Yorkdale,Yorkdale Shopping Centre,Monday,41,0,84.00,84.50,15812.95
2024-10-08,Yorkdale,Yorkdale Shopping Centre,Tuesday,41,0,82.00,83.75,16801.42
2024-10-09,Yorkdale,Yorkdale Shopping Centre,Wednesday,41,0,87.75,87.00,16612.42
2024-10-10,Yorkdale,Yorkdale Shopping Centre,Thursday,41,0,85.00,85.50,15856.96
2024-10-11,Yorkdale,Yorkdale Shopping Centre,Friday,41,0,89.50,88.00,13725.06
2024-10-12,Yorkdale,Yorkdale Shopping Centre,Saturday,41,0,89.25,89.25,17259.86
2024-10-13,Yorkdale,Yorkdale Shopping Centre,Sunday,41,0,98.50,96.75,17481.39
2024-10-14,Yorkdale,Yorkdale Shopping Centre,Monday,42,0,84.00,81.50,14345.42
2024-10-15,Yorkdale,Yorkdale Shopping Centre,Tuesday,42,0,81.25,80.50,14572.97
2024-10-16,Yorkdale,Yorkdale Shopping Centre,Wednesday,42,0,87.25,86.25,18259.39
2024-10-17,Yorkdale,Yorkdale Shopping Centre,Thursday,42,1,101.75,103.50,22184.29
2024-10-18,Yorkdale,Yorkdale Shopping Centre,Friday,42,0,89.25,89.25,16432.09
2024-10-19,Yorkdale,Yorkdale Shopping Centre,Saturday,42,0,90.00,89.50,20902.99
2024-10-20,Yorkdale,Yorkdale Shopping Centre,Sunday,42,0,90.00,91.25,20804.65
2024-10-21,Yorkdale,Yorkdale Shopping Centre,Monday,43,0,83.50,85.00,13665.95
2024-10-22,Yorkdale,Yorkdale Shopping Centre,Tuesday,43,0,83.50,81.25,14550.35
2024-10-23,Yorkdale,Yorkdale Shopping Centre,Wednesday,43,0,86.75,86.00,15465.06
2024-10-24,Yorkdale,Yorkdale Shopping Centre,Thursday,43,0,88.75,88.50,15000.81
2024-10-25,Yorkdale,Yorkdale Shopping Centre,Friday,43,0,100.50,100.00,17085.11
2024-10-26,Yorkdale,Yorkdale Shopping Centre,Saturday,43,0,99.50,98.00,24017.17
2024-10-27,Yorkdale,Yorkdale Shopping Centre,Sunday,43,0,93.50,91.50,19466.34
2024-10-28,Yorkdale,Yorkdale Shopping Centre,Monday,44,1,100.25,99.50,24452.29
2024-10-29,Yorkdale,Yorkdale Shopping Centre,Tuesday,44,0,82.25,83.50,13998.52
2024-10-30,Yorkdale,Yorkdale Shopping Centre,Wednesday,44,0,84.25,82.75,14822.80
2024-10-31,Yorkdale,Yorkdale Shopping Centre,Thursday,44,0,90.50,89.25,18572.77
2024-11-01,Yorkdale,Yorkdale Shopping Centre,Friday,44,0,93.50,90.50,18668.22
2024-11-02,Yorkdale,Yorkdale Shopping Centre,Saturday,44,0,95.50,97.50,23673.58
2024-11-03,Yorkdale,Yorkdale Shopping Centre,Sunday,44,0,92.25,94.00,21575.97
2024-11-04,Yorkdale,Yorkdale Shopping Centre,Monday,45,0,87.00,88.50,15638.54
2024-11-05,Yorkdale,Yorkdale Shopping Centre,Tuesday,45,0,81.75,83.50,16603.73
2024-11-06,Yorkdale,Yorkdale Shopping Centre,Wednesday,45,0,86.50,86.75,16000.71
2024-11-07,Yorkdale,Yorkdale Shopping Centre,Thursday,45,0,88.25,86.50,19228.67
2024-11-08,Yorkdale,Yorkdale Shopping Centre,Friday,45,0,90.50,88.50,19726.75
2024-11-09,Yorkdale,Yorkdale Shopping Centre,Saturday,45,0,97.25,97.50,18307.66
2024-11-10,Yorkdale,Yorkdale Shopping Centre,Sunday,45,0,92.00,91.50,18127.56
2024-11-11,Yorkdale,Yorkdale Shopping Centre,Monday,46,0,81.00,82.50,16912.14
2024-11-12,Yorkdale,Yorkdale Shopping Centre,Tuesday,46,0,85.50,86.00,16749.57
2024-11-13,Yorkdale,Yorkdale Shopping Centre,Wednesday,46,0,91.75,89.75,16944.73
2024-11-14,Yorkdale,Yorkdale Shopping Centre,Thursday,46,0,86.25,85.00,16836.32
2024-11-15,Yorkdale,Yorkdale Shopping Centre,Friday,46,0,96.25,95.25,18315.95
2024-11-16,Yorkdale,Yorkdale Shopping Centre,Saturday,46,0,103.75,103.50,22349.80
2024-11-17,Yorkdale,Yorkdale Shopping Centre,Sunday,46,0,93.25,93.50,17487.15
2024-11-18,Yorkdale,Yorkdale Shopping Centre,Monday,47,0,83.50,83.75,13792.68
2024-11-19,Yorkdale,Yorkdale Shopping Centre,Tuesday,47,0,86.75,86.00,15739.08
2024-11-20,Yorkdale,Yorkdale Shopping Centre,Wednesday,47,0,83.50,83.25,17256.64
2024-11-21,Yorkdale,Yorkdale Shopping Centre,Thursday,47,1,105.75,106.25,22507.95
2024-11-22,Yorkdale,Yorkdale Shopping Centre,Friday,47,0,87.50,89.75,17111.80
2024-11-23,Yorkdale,Yorkdale Shopping Centre,Saturday,47,1,120.00,119.25,27714.06
2024-11-24,Yorkdale,Yorkdale Shopping Centre,Sunday,47,0,98.25,97.75,21206.98
2024-11-25,Yorkdale,Yorkdale Shopping Centre,Monday,48,0,92.75,93.50,17311.20
2024-11-26,Yorkdale,Yorkdale Shopping Centre,Tuesday,48,0,92.50,90.75,16186.15
2024-11-27,Yorkdale,Yorkdale Shopping Centre,Wednesday,48,0,89.00,90.75,17089.80
2024-11-28,Yorkdale,Yorkdale Shopping Centre,Thursday,48,0,92.50,94.25,18537.39
2024-11-29,Yorkdale,Yorkdale Shopping Centre,Friday,48,0,90.25,87.50,17524.79
2024-11-30,Yorkdale,Yorkdale Shopping Centre,Saturday,48,0,96.50,96.75,23427.02
2024-12-01,Yorkdale,Yorkdale Shopping Centre,Sunday,48,0,96.25,95.75,19681.95
2024-12-02,Yorkdale,Yorkdale Shopping Centre,Monday,49,0,84.50,86.50,16535.24
2024-12-03,Yorkdale,Yorkdale Shopping Centre,Tuesday,49,0,87.50,87.75,17898.74
2024-12-04,Yorkdale,Yorkdale Shopping Centre,Wednesday,49,0,87.00,85.25,17046.78
2024-12-05,Yorkdale,Yorkdale Shopping Centre,Thursday,49,1,108.75,107.00,25504.24
2024-12-06,Yorkdale,Yorkdale Shopping Centre,Friday,49,0,93.75,93.25,17940.62
2024-12-07,Yorkdale,Yorkdale Shopping Centre,Saturday,49,0,98.25,96.75,23176.05
2024-12-08,Yorkdale,Yorkdale Shopping Centre,Sunday,49,0,95.00,95.50,20064.95
2024-12-09,Yorkdale,Yorkdale Shopping Centre,Monday,50,0,87.00,87.50,17808.25
2024-12-10,Yorkdale,Yorkdale Shopping Centre,Tuesday,50,0,89.25,91.75,18981.75
2024-12-11,Yorkdale,Yorkdale Shopping Centre,Wednesday,50,0,87.25,86.50,15399.94
2024-12-12,Yorkdale,Yorkdale Shopping Centre,Thursday,50,0,86.75,88.00,16618.79
2024-12-13,Yorkdale,Yorkdale Shopping Centre,Friday,50,1,111.00,112.00,27501.47
2024-12-14,Yorkdale,Yorkdale Shopping Centre,Saturday,50,0,98.50,99.00,20521.09
2024-12-15,Yorkdale,Yorkdale Shopping Centre,Sunday,50,0,97.50,98.00,21667.04
2024-12-16,Yorkdale,Yorkdale Shopping Centre,Monday,51,0,84.75,84.50,16068.27
2024-12-17,Yorkdale,Yorkdale Shopping Centre,Tuesday,51,0,91.75,92.00,16248.43
2024-12-18,Yorkdale,Yorkdale Shopping Centre,Wednesday,51,0,86.25,86.50,17286.57
2024-12-19,Yorkdale,Yorkdale Shopping Centre,Thursday,51,0,101.25,101.00,20215.34
2024-12-20,Yorkdale,Yorkdale Shopping Centre,Friday,51,0,92.50,90.75,20448.06
2024-12-21,Yorkdale,Yorkdale Shopping Centre,Saturday,51,0,105.00,104.50,22423.26
2024-12-22,Yorkdale,Yorkdale Shopping Centre,Sunday,51,0,91.25,91.75,22396.19
2024-12-23,Yorkdale,Yorkdale Shopping Centre,Monday,52,0,85.75,84.75,16671.53
2024-12-24,Yorkdale,Yorkdale Shopping Centre,Tuesday,52,0,93.75,95.75,18383.48
2024-12-25,Yorkdale,Yorkdale Shopping Centre,Wednesday,52,0,88.00,88.00,17300.56
2024-12-26,Yorkdale,Yorkdale Shopping Centre,Thursday,52,0,91.25,89.25,18556.69
2024-12-27,Yorkdale,Yorkdale Shopping Centre,Friday,52,0,95.75,92.75,19659.63
2024-12-28,Yorkdale,Yorkdale Shopping Centre,Saturday,52,0,100.25,99.50,26920.73
2024-12-29,Yorkdale,Yorkdale Shopping Centre,Sunday,52,0,105.25,105.75,21002.50
2024-12-30,Yorkdale,Yorkdale Shopping Centre,Monday,1,0,87.75,90.75,15106.65
2024-12-31,Yorkdale,Yorkdale Shopping Centre,Tuesday,1,0,88.75,91.75,17797.02
2025-01-01,Yorkdale,Yorkdale Shopping Centre,Wednesday,1,0,91.50,94.50,15189.01
2025-01-02,Yorkdale,Yorkdale Shopping Centre,Thursday,1,0,92.75,95.75,22343.42
2025-01-03,Yorkdale,Yorkdale Shopping Centre,Friday,1,0,96.25,93.25,22449.65
2025-01-04,Yorkdale,Yorkdale Shopping Centre,Saturday,1,0,104.75,105.25,22665.65
2025-01-05,Yorkdale,Yorkdale Shopping Centre,Sunday,1,0,103.25,103.00,21076.03
2025-01-06,Yorkdale,Yorkdale Shopping Centre,Monday,2,0,87.25,89.00,16685.29
2025-01-07,Yorkdale,Yorkdale Shopping Centre,Tuesday,2,0,90.25,89.75,17067.54
2025-01-08,Yorkdale,Yorkdale Shopping Centre,Wednesday,2,0,94.00,93.75,18583.85
2025-01-09,Yorkdale,Yorkdale Shopping Centre,Thursday,2,0,92.00,92.00,20099.32
2025-01-10,Yorkdale,Yorkdale Shopping Centre,Friday,2,0,95.75,96.50,20781.26
2025-01-11,Yorkdale,Yorkdale Shopping Centre,Saturday,2,0,104.25,104.00,19473.66
2025-01-12,Yorkdale,Yorkdale Shopping Centre,Sunday,2,1,117.25,116.50,30591.44
2025-01-13,Yorkdale,Yorkdale Shopping Centre,Monday,3,0,94.00,93.00,18967.45
2025-01-14,Yorkdale,Yorkdale Shopping Centre,Tuesday,3,0,91.50,91.00,16158.05
2025-01-15,Yorkdale,Yorkdale Shopping Centre,Wednesday,3,0,85.25,86.50,18438.09
2025-01-16,Yorkdale,Yorkdale Shopping Centre,Thursday,3,0,95.25,96.75,21499.82
2025-01-17,Yorkdale,Yorkdale Shopping Centre,Friday,3,0,96.25,95.50,20457.66
2025-01-18,Yorkdale,Yorkdale Shopping Centre,Saturday,3,1,120.00,121.50,32659.19
2025-01-19,Yorkdale,Yorkdale Shopping Centre,Sunday,3,0,102.50,102.25,20536.23
2025-01-20,Yorkdale,Yorkdale Shopping Centre,Monday,4,0,85.00,82.75,18250.79
2025-01-21,Yorkdale,Yorkdale Shopping Centre,Tuesday,4,0,90.25,90.00,17866.53
2025-01-22,Yorkdale,Yorkdale Shopping Centre,Wednesday,4,0,91.50,91.75,19095.58
2025-01-23,Yorkdale,Yorkdale Shopping Centre,Thursday,4,0,87.50,89.50,18997.39
2025-01-24,Yorkdale,Yorkdale Shopping Centre,Friday,4,0,97.00,99.25,21592.17
2025-01-25,Yorkdale,Yorkdale Shopping Centre,Saturday,4,0,99.50,97.50,22060.43
2025-01-26,Yorkdale,Yorkdale Shopping Centre,Sunday,4,0,106.00,103.75,23368.92
2025-01-27,Yorkdale,Yorkdale Shopping Centre,Monday,5,0,89.75,89.00,18715.09
2025-01-28,Yorkdale,Yorkdale Shopping Centre,Tuesday,5,0,89.50,89.50,16039.19
2025-01-29,Yorkdale,Yorkdale Shopping Centre,Wednesday,5,0,90.00,91.75,21752.73
2025-01-30,Yorkdale,Yorkdale Shopping Centre,Thursday,5,0,86.50,87.25,18921.12
2025-01-31,Yorkdale,Yorkdale Shopping Centre,Friday,5,0,98.25,98.25,23006.36
2025-02-01,Yorkdale,Yorkdale Shopping Centre,Saturday,5,0,106.75,107.25,24232.88
2025-02-02,Yorkdale,Yorkdale Shopping Centre,Sunday,5,1,120.00,120.75,26488.62
2025-02-03,Yorkdale,Yorkdale Shopping Centre,Monday,6,0,86.75,86.25,16073.80
2025-02-04,Yorkdale,Yorkdale Shopping Centre,Tuesday,6,0,88.75,88.75,17607.73
2025-02-05,Yorkdale,Yorkdale Shopping Centre,Wednesday,6,0,87.00,86.00,20045.04
2025-02-06,Yorkdale,Yorkdale Shopping Centre,Thursday,6,0,91.75,90.50,21768.03
2025-02-07,Yorkdale,Yorkdale Shopping Centre,Friday,6,0,98.25,96.75,20688.08
2025-02-08,Yorkdale,Yorkdale Shopping Centre,Saturday,6,0,102.00,101.50,23363.19
2025-02-09,Yorkdale,Yorkdale Shopping Centre,Sunday,6,0,97.50,96.75,18143.39
2025-02-10,Yorkdale,Yorkdale Shopping Centre,Monday,7,0,94.25,96.50,18277.90
2025-02-11,Yorkdale,Yorkdale Shopping Centre,Tuesday,7,0,88.50,88.25,18541.53
2025-02-12,Yorkdale,Yorkdale Shopping Centre,Wednesday,7,0,90.25,90.50,18263.28
2025-02-13,Yorkdale,Yorkdale Shopping Centre,Thursday,7,0,94.00,92.25,17298.36
2025-02-14,Yorkdale,Yorkdale Shopping Centre,Friday,7,1,110.00,113.00,35921.61
2025-02-15,Yorkdale,Yorkdale Shopping Centre,Saturday,7,0,110.75,111.50,25783.05
2025-02-16,Yorkdale,Yorkdale Shopping Centre,Sunday,7,0,97.50,96.25,22213.66
2025-02-17,Yorkdale,Yorkdale Shopping Centre,Monday,8,0,89.00,92.00,17024.76
2025-02-18,Yorkdale,Yorkdale Shopping Centre,Tuesday,8,0,84.50,83.50,19407.47
2025-02-19,Yorkdale,Yorkdale Shopping Centre,Wednesday,8,0,93.50,93.25,20178.85
2025-02-20,Yorkdale,Yorkdale Shopping Centre,Thursday,8,0,93.75,93.25,18779.52
2025-02-21,Yorkdale,Yorkdale Shopping Centre,Friday,8,0,97.00,96.50,17998.43
2025-02-22,Yorkdale,Yorkdale Shopping Centre,Saturday,8,0,103.25,102.50,26441.48
2025-02-23,Yorkdale,Yorkdale Shopping Centre,Sunday,8,0,106.75,103.75,24025.82
2025-02-24,Yorkdale,Yorkdale Shopping Centre,Monday,9,0,88.25,91.00,17562.97
2025-02-25,Yorkdale,Yorkdale Shopping Centre,Tuesday,9,0,85.50,83.25,16549.90
2025-02-26,Yorkdale,Yorkdale Shopping Centre,Wednesday,9,0,91.00,89.75,18226.57
2025-02-27,Yorkdale,Yorkdale Shopping Centre,Thursday,9,0,88.75,87.00,17454.68
2025-02-28,Yorkdale,Yorkdale Shopping Centre,Friday,9,1,113.75,112.75,26857.13
2025-03-01,Yorkdale,Yorkdale Shopping Centre,Saturday,9,0,105.25,104.00,26030.23
2025-03-02,Yorkdale,Yorkdale Shopping Centre,Sunday,9,0,102.00,102.50,23336.23
2025-03-03,Yorkdale,Yorkdale Shopping Centre,Monday,10,0,86.75,85.50,17777.14
2025-03-04,Yorkdale,Yorkdale Shopping Centre,Tuesday,10,0,86.25,86.50,14657.65
2025-03-05,Yorkdale,Yorkdale Shopping Centre,Wednesday,10,0,86.00,86.00,16081.21
2025-03-06,Yorkdale,Yorkdale Shopping Centre,Thursday,10,0,92.00,93.00,18440.78
2025-03-07,Yorkdale,Yorkdale Shopping Centre,Friday,10,0,99.25,96.75,17640.02
2025-03-08,Yorkdale,Yorkdale Shopping Centre,Saturday,10,1,120.00,120.75,31910.96
2025-03-09,Yorkdale,Yorkdale Shopping Centre,Sunday,10,0,100.75,103.75,22461.05
2025-03-10,Yorkdale,Yorkdale Shopping Centre,Monday,11,0,88.50,89.50,16879.33
2025-03-11,Yorkdale,Yorkdale Shopping Centre,Tuesday,11,0,87.25,86.75,15149.55
2025-03-12,Yorkdale,Yorkdale Shopping Centre,Wednesday,11,1,109.50,110.25,24842.33
2025-03-13,Yorkdale,Yorkdale Shopping Centre,Thursday,11,0,97.50,100.25,19369.37
2025-03-14,Yorkdale,Yorkdale Shopping Centre,Friday,11,0,96.25,97.75,16713.43
2025-03-15,Yorkdale,Yorkdale Shopping Centre,Saturday,11,0,110.25,111.50,21878.52
2025-03-16,Yorkdale,Yorkdale Shopping Centre,Sunday,11,0,101.00,102.50,23578.97
2025-03-17,Yorkdale,Yorkdale Shopping Centre,Monday,12,0,87.50,86.50,17725.19
2025-03-18,Yorkdale,Yorkdale Shopping Centre,Tuesday,12,1,100.25,100.00,21015.08
2025-03-19,Yorkdale,Yorkdale Shopping Centre,Wednesday,12,0,86.50,86.50,16852.29
2025-03-20,Yorkdale,Yorkdale Shopping Centre,Thursday,12,0,92.25,91.50,20346.72
2025-03-21,Yorkdale,Yorkdale Shopping Centre,Friday,12,0,100.00,98.50,20997.74
2025-03-22,Yorkdale,Yorkdale Shopping Centre,Saturday,12,1,120.00,119.00,29453.05
2025-03-23,Yorkdale,Yorkdale Shopping Centre,Sunday,12,0,104.00,106.75,22578.22
2025-03-24,Yorkdale,Yorkdale Shopping Centre,Monday,13,0,88.00,88.50,19573.63
2025-03-25,Yorkdale,Yorkdale Shopping Centre,Tuesday,13,0,93.25,94.75,17795.26
2025-03-26,Yorkdale,Yorkdale Shopping Centre,Wednesday,13,0,91.00,91.00,18016.83
2025-03-27,Yorkdale,Yorkdale Shopping Centre,Thursday,13,0,90.75,91.50,18091.27
2025-03-28,Yorkdale,Yorkdale Shopping Centre,Friday,13,0,100.50,101.00,19019.21
2025-03-29,Yorkdale,Yorkdale Shopping Centre,Saturday,13,0,96.50,97.25,24339.13
2025-03-30,Yorkdale,Yorkdale Shopping Centre,Sunday,13,0,99.25,97.75,24593.91
2025-03-31,Yorkdale,Yorkdale Shopping Centre,Monday,14,0,93.25,91.50,16935.89
2025-04-01,Yorkdale,Yorkdale Shopping Centre,Tuesday,14,0,94.00,93.50,16336.89
2025-04-02,Yorkdale,Yorkdale Shopping Centre,Wednesday,14,0,88.50,87.75,15839.13
2025-04-03,Yorkdale,Yorkdale Shopping Centre,Thursday,14,0,93.00,92.00,16630.25
2025-04-04,Yorkdale,Yorkdale Shopping Centre,Friday,14,0,90.25,88.75,21220.60
2025-04-05,Yorkdale,Yorkdale Shopping Centre,Saturday,14,0,109.75,109.25,22447.25
2025-04-06,Yorkdale,Yorkdale Shopping Centre,Sunday,14,1,117.75,116.50,32217.29
2025-04-07,Yorkdale,Yorkdale Shopping Centre,Monday,15,0,84.75,85.00,15740.81
2025-04-08,Yorkdale,Yorkdale Shopping Centre,Tuesday,15,0,88.50,90.50,16269.26
2025-04-09,Yorkdale,Yorkdale Shopping Centre,Wednesday,15,0,94.50,97.50,17746.97
2025-04-10,Yorkdale,Yorkdale Shopping Centre,Thursday,15,0,95.25,96.75,16885.79
2025-04-11,Yorkdale,Yorkdale Shopping Centre,Friday,15,1,118.50,116.75,26722.13
2025-04-12,Yorkdale,Yorkdale Shopping Centre,Saturday,15,0,104.75,105.00,20770.51
2025-04-13,Yorkdale,Yorkdale Shopping Centre,Sunday,15,0,100.50,101.75,22143.93
2025-04-14,Yorkdale,Yorkdale Shopping Centre,Monday,16,0,93.50,94.25,20718.32
2025-04-15,Yorkdale,Yorkdale Shopping Centre,Tuesday,16,0,93.25,91.75,18339.32
2025-04-16,Yorkdale,Yorkdale Shopping Centre,Wednesday,16,0,93.25,93.50,17566.63
2025-04-17,Yorkdale,Yorkdale Shopping Centre,Thursday,16,0,87.75,89.75,18412.77
2025-04-18,Yorkdale,Yorkdale Shopping Centre,Friday,16,0,97.75,94.75,20007.58
2025-04-19,Yorkdale,Yorkdale Shopping Centre,Saturday,16,0,104.75,103.75,21718.23
2025-04-20,Yorkdale,Yorkdale Shopping Centre,Sunday,16,1,115.75,114.50,27120.71
2025-04-21,Yorkdale,Yorkdale Shopping Centre,Monday,17,0,93.75,93.75,18058.83
2025-04-22,Yorkdale,Yorkdale Shopping Centre,Tuesday,17,0,88.00,87.25,18550.95
2025-04-23,Yorkdale,Yorkdale Shopping Centre,Wednesday,17,0,87.50,86.25,18218.36
2025-04-24,Yorkdale,Yorkdale Shopping Centre,Thursday,17,0,90.00,91.25,16793.08
2025-04-25,Yorkdale,Yorkdale Shopping Centre,Friday,17,0,93.00,92.50,19420.64
2025-04-26,Yorkdale,Yorkdale Shopping Centre,Saturday,17,1,120.00,121.00,33364.42
2025-04-27,Yorkdale,Yorkdale Shopping Centre,Sunday,17,0,100.75,100.25,21306.58
2025-04-28,Yorkdale,Yorkdale Shopping Centre,Monday,18,0,84.25,86.00,16218.49
2025-04-29,Yorkdale,Yorkdale Shopping Centre,Tuesday,18,0,91.75,91.25,18630.50
2025-04-30,Yorkdale,Yorkdale Shopping Centre,Wednesday,18,0,90.75,92.25,17732.54
2025-05-01,Yorkdale,Yorkdale Shopping Centre,Thursday,18,0,92.00,89.50,16734.16
2025-05-02,Yorkdale,Yorkdale Shopping Centre,Friday,18,0,96.25,96.25,20096.82
2025-05-03,Yorkdale,Yorkdale Shopping Centre,Saturday,18,0,102.75,100.50,22273.64
2025-05-04,Yorkdale,Yorkdale Shopping Centre,Sunday,18,0,99.25,101.00,21827.63
2025-05-05,Yorkdale,Yorkdale Shopping Centre,Monday,19,0,93.00,95.00,16204.50
2025-05-06,Yorkdale,Yorkdale Shopping Centre,Tuesday,19,0,89.25,90.50,17593.39
2025-05-07,Yorkdale,Yorkdale Shopping Centre,Wednesday,19,0,90.50,89.00,20483.13
2025-05-08,Yorkdale,Yorkdale Shopping Centre,Thursday,19,0,91.50,91.75,22517.40
2025-05-09,Yorkdale,Yorkdale Shopping Centre,Friday,19,0,100.50,100.00,18768.60
2025-05-10,Yorkdale,Yorkdale Shopping Centre,Saturday,19,1,120.00,121.25,31207.93
2025-05-11,Yorkdale,Yorkdale Shopping Centre,Sunday,19,0,99.00,98.75,19848.69
2025-05-12,Yorkdale,Yorkdale Shopping Centre,Monday,20,0,81.50,81.25,18595.33
2025-05-13,Yorkdale,Yorkdale Shopping Centre,Tuesday,20,0,82.75,85.50,17844.02
2025-05-14,Yorkdale,Yorkdale Shopping Centre,Wednesday,20,0,88.75,88.25,17615.62
2025-05-15,Yorkdale,Yorkdale Shopping Centre,Thursday,20,0,88.25,87.25,17199.25
2025-05-16,Yorkdale,Yorkdale Shopping Centre,Friday,20,0,97.25,97.75,18106.21
2025-05-17,Yorkdale,Yorkdale Shopping Centre,Saturday,20,0,113.50,111.25,24038.80
2025-05-18,Yorkdale,Yorkdale Shopping Centre,Sunday,20,0,100.00,99.75,23885.52
2025-05-19,Yorkdale,Yorkdale Shopping Centre,Monday,21,0,85.75,87.50,16639.45
2025-05-20,Yorkdale,Yorkdale Shopping Centre,Tuesday,21,0,90.50,90.00,17770.71
2025-05-21,Yorkdale,Yorkdale Shopping Centre,Wednesday,21,0,88.50,87.25,16248.03
2025-05-22,Yorkdale,Yorkdale Shopping Centre,Thursday,21,0,92.25,92.50,18674.50
2025-05-23,Yorkdale,Yorkdale Shopping Centre,Friday,21,0,92.75,95.75,21345.17
2025-05-24,Yorkdale,Yorkdale Shopping Centre,Saturday,21,0,101.25,100.75,22377.74
2025-05-25,Yorkdale,Yorkdale Shopping Centre,Sunday,21,0,105.75,105.75,22389.63
2025-05-26,Yorkdale,Yorkdale Shopping Centre,Monday,22,0,91.00,90.25,18816.03
2025-05-27,Yorkdale,Yorkdale Shopping Centre,Tuesday,22,0,85.25,87.00,16175.19
2025-05-28,Yorkdale,Yorkdale Shopping Centre,Wednesday,22,0,95.75,98.00,18997.76
2025-05-29,Yorkdale,Yorkdale Shopping Centre,Thursday,22,0,91.50,91.75,20331.88
2025-05-30,Yorkdale,Yorkdale Shopping Centre,Friday,22,0,94.00,93.00,21052.99
2025-05-31,Yorkdale,Yorkdale Shopping Centre,Saturday,22,1,114.00,117.00,33135.08
2025-06-01,Yorkdale,Yorkdale Shopping Centre,Sunday,22,1,117.75,116.75,27710.24
2025-06-02,Yorkdale,Yorkdale Shopping Centre,Monday,23,0,86.75,85.00,16579.73
2025-06-03,Yorkdale,Yorkdale Shopping Centre,Tuesday,23,0,90.00,90.00,17451.13
2025-06-04,Yorkdale,Yorkdale Shopping Centre,Wednesday,23,0,89.75,90.50,19640.94
2025-06-05,Yorkdale,Yorkdale Shopping Centre,Thursday,23,1,105.50,103.50,21501.80
2025-06-06,Yorkdale,Yorkdale Shopping Centre,Friday,23,0,91.25,90.75,21840.20
2025-06-07,Yorkdale,Yorkdale Shopping Centre,Saturday,23,0,99.75,102.50,23565.57
2025-06-08,Yorkdale,Yorkdale Shopping Centre,Sunday,23,0,99.75,97.75,20795.70
2025-06-09,Yorkdale,Yorkdale Shopping Centre,Monday,24,0,86.75,87.25,21200.74
2025-06-10,Yorkdale,Yorkdale Shopping Centre,Tuesday,24,0,87.75,86.75,15326.39
2025-06-11,Yorkdale,Yorkdale Shopping Centre,Wednesday,24,0,89.50,90.50,18157.73
2025-06-12,Yorkdale,Yorkdale Shopping Centre,Thursday,24,1,110.00,108.00,28142.80
2025-06-13,Yorkdale,Yorkdale Shopping Centre,Friday,24,0,98.25,99.75,18596.64
2025-06-14,Yorkdale,Yorkdale Shopping Centre,Saturday,24,0,106.25,105.50,22841.03
2025-06-15,Yorkdale,Yorkdale Shopping Centre,Sunday,24,0,98.50,96.75,19042.14
2025-06-16,Yorkdale,Yorkdale Shopping Centre,Monday,25,0,89.75,89.25,17981.31
2025-06-17,Yorkdale,Yorkdale Shopping Centre,Tuesday,25,1,106.25,104.25,25517.53
2025-06-18,Yorkdale,Yorkdale Shopping Centre,Wednesday,25,0,84.75,86.25,17864.67
2025-06-19,Yorkdale,Yorkdale Shopping Centre,Thursday,25,0,98.75,96.25,20516.23
2025-06-20,Yorkdale,Yorkdale Shopping Centre,Friday,25,0,96.75,97.00,19997.78
2025-06-21,Yorkdale,Yorkdale Shopping Centre,Saturday,25,0,101.50,101.75,22387.21
2025-06-22,Yorkdale,Yorkdale Shopping Centre,Sunday,25,1,111.00,112.25,28007.72
2025-06-23,Yorkdale,Yorkdale Shopping Centre,Monday,26,0,87.25,86.50,15234.38
2025-06-24,Yorkdale,Yorkdale Shopping Centre,Tuesday,26,0,86.25,86.25,15651.04
2025-06-25,Yorkdale,Yorkdale Shopping Centre,Wednesday,26,1,102.50,101.00,24648.17
2025-06-26,Yorkdale,Yorkdale Shopping Centre,Thursday,26,0,88.00,85.00,19765.29
2025-06-27,Yorkdale,Yorkdale Shopping Centre,Friday,26,0,96.25,94.25,18981.88
2025-06-28,Yorkdale,Yorkdale Shopping Centre,Saturday,26,0,103.75,100.75,24191.46
2025-06-29,Yorkdale,Yorkdale Shopping Centre,Sunday,26,0,89.25,89.75,22130.29
2025-06-30,Yorkdale,Yorkdale Shopping Centre,Monday,27,0,93.00,92.25,17030.88
2025-07-01,Yorkdale,Yorkdale Shopping Centre,Tuesday,27,1,108.00,107.25,24904.48
2025-07-02,Yorkdale,Yorkdale Shopping Centre,Wednesday,27,0,87.00,87.25,15646.42
2025-07-03,Yorkdale,Yorkdale Shopping Centre,Thursday,27,0,87.75,89.25,17909.09
2025-07-04,Yorkdale,Yorkdale Shopping Centre,Friday,27,0,100.00,102.50,17445.16
2025-07-05,Yorkdale,Yorkdale Shopping Centre,Saturday,27,1,112.00,112.00,26531.50
2025-07-06,Yorkdale,Yorkdale Shopping Centre,Sunday,27,0,102.50,105.50,22478.53
2025-07-07,Yorkdale,Yorkdale Shopping Centre,Monday,28,0,90.25,91.50,19048.25
2025-07-08,Yorkdale,Yorkdale Shopping Centre,Tuesday,28,0,93.75,94.50,15007.30
2025-07-09,Yorkdale,Yorkdale Shopping Centre,Wednesday,28,0,87.25,86.00,16936.71
2025-07-10,Yorkdale,Yorkdale Shopping Centre,Thursday,28,0,92.25,91.25,18809.22
